"","X1","geo","affgeoid","PubTrans_16","MeanTime_16","UnempRate_16","OnlyHighSchool_16","OnlyBachelors_16","OnlyGraduate_16","VacancyPercent_16","RentalVacancyRate_16","MedianValue_16","RentMedian_16","MedianIncome_16","Median_income","LogUnempRate_16","LogRentalVacancy_16","LogVacancyRate_16","LogGraduate_16","LogBachelors_16","LogPubTrans_16","LogMedianValue_16","QuantPubTrans_16","QuantMeanTime_16","QuantUnempRate_16","QuantOnlyHighSchool_16","QuantOnlyBachelors_16","QuantOnlyGraduate_16","QuantVacancyPercent_16","QuantRentalVacancyRate_16","QuantMedianValue_16","QuantRentMedian_16","QuantMedianIncome_16","TractNumber","Nickname","HigherEd","QuantHigherEd"
"199",199,"Census Tract 86.13, Honolulu County, Hawaii",15003008613,4.8,35.2,5.5,29.8,16.6,4.2,4.6,21.2,451600,2380,106544,106544,1.704748092,3.054001182,1.526056303,1.435084525,2.809402695,1.568615918,13.02055211,0.467423262,0.722215689,0.542396801,0.623838645,0.241561802,0.175291074,0.337880748,0.90297542,0.168763966,0.682935435,0.7055157,86.13,"Makakilo: Wainohia Street",20.8,0.209859154929577
"200",200,"Census Tract 86.14, Honolulu County, Hawaii",15003008614,6,33.5,3.6,23.2,23.2,10.7,6,1e-05,572900,1816,97534,97534,1.280933845,-11.51292546,1.791759469,2.370243741,3.144152279,1.791759469,13.25846646,0.572739033,0.644948842,0.306538869,0.358402917,0.507820769,0.502881336,0.439844761,0.236093144,0.308185346,0.453251793,0.614136187,86.14,"Kunia West",33.9,0.538028169014084
"201",201,"Census Tract 86.17, Honolulu County, Hawaii",15003008617,9.7,37.6,4.4,29.4,14.1,3.6,3.7,1e-05,489400,979,89202,89202,1.481604541,-11.51292546,1.30833282,1.280933845,2.646174797,2.272125886,13.10093543,0.695460426,0.786839939,0.434434905,0.61737034,0.191403034,0.153710455,0.272433259,0.236093144,0.235622721,0.039927085,0.484123251,86.17,"Ewa Villages",17.7,0.152112676056338
"202",202,"Census Tract 86.22, Honolulu County, Hawaii",15003008622,7.9,36,8.4,36.8,13.6,4.2,5,1e-05,574700,2199,108750,108750,2.128231706,-11.51292546,1.609437912,1.435084525,2.610069793,2.066862759,13.26160344,0.646360108,0.746089615,0.731976949,0.782782547,0.181818182,0.175291074,0.363577561,0.236093144,0.319534282,0.622603787,0.715629778,86.22,"Lower Makakilo",17.8,0.154929577464789
"203",203,"Census Tract 87.01, Honolulu County, Hawaii",15003008701,24.1,34.3,4.1,37.6,13.9,2.2,6.2,9.5,592600,1278,95750,95750,1.410986974,2.251291799,1.824549292,0.78845736,2.63188884,3.18221184,13.29227491,0.887216277,0.692814301,0.358344114,0.804069152,0.187345643,0.091791133,0.45783841,0.790074091,0.36716453,0.172174527,0.565800306,87.01,"Leeward Community College",16.1,0.11830985915493
"204",204,"Census Tract 87.02, Honolulu County, Hawaii",15003008702,27.5,36.4,5.5,35.6,14.6,2.3,1e-05,1e-05,407800,1176,50308,50308,1.704748092,-11.51292546,-11.51292546,0.832909123,2.681021529,3.314186005,12.91853214,0.917205692,0.75890862,0.542396801,0.768081853,0.195225215,0.097083382,0.038457015,0.236093144,0.131483006,0.097200988,0.077384453,87.02,"St. Joseph School",16.9,0.136619718309859
"205",205,"Census Tract 87.03, Honolulu County, Hawaii",15003008703,25,35.2,11.7,36.7,12.1,4.7,5.7,6.6,484500,1198,59046,59046,2.459588842,1.887069649,1.740466175,1.547562509,2.493205453,3.218875825,13.09087271,0.900917323,0.722215689,0.843172998,0.779430789,0.149888275,0.19640127,0.400917323,0.706397742,0.231506527,0.126602376,0.156238974,87.03,"West Loch",16.8,0.130985915492958
"206",206,"Census Tract 88, Honolulu County, Hawaii",15003008800,11.5,32.5,4.2,35.9,15.5,3,4.2,5,608200,805,116958,116958,1.435084525,1.609437912,1.435084525,1.098612289,2.740840024,2.442347035,13.31825905,0.760849112,0.585675644,0.380218746,0.774197342,0.203516406,0.128190051,0.317417382,0.637304481,0.408796895,0.024226744,0.819240268,88,"Managers Drive",18.5,0.163380281690141
"207",207,"Census Tract 89.06, Honolulu County, Hawaii",15003008906,6.4,31.8,3.4,27.4,25.1,11.2,5.7,7.8,526800,2009,92356,92356,1.223775432,2.054123734,1.740466175,2.415913778,3.222867846,1.85629799,13.17457625,0.597436199,0.558155945,0.276608256,0.554274962,0.569740092,0.522639069,0.400917323,0.739150888,0.271198401,0.53792779,0.531694696,89.06,"Mililani Golf Course",36.3,0.584507042253521
"208",208,"Census Tract 89.07, Honolulu County, Hawaii",15003008907,6.3,30.4,6.1,34.5,20.7,7.5,4.3,1e-05,562300,1213,71397,71397,1.808288771,-11.51292546,1.458615023,2.014903021,3.0301337,1.840549633,13.23979079,0.592731977,0.513289427,0.620486887,0.75191109,0.415147595,0.337527931,0.320063507,0.236093144,0.284076208,0.133305892,0.289015642,89.07,"Mililani High School",28.2,0.380281690140845
"209",209,"Census Tract 89.08, Honolulu County, Hawaii",15003008908,3.4,32.9,2.3,23.3,27.2,10,2.7,1e-05,599400,2359,101346,101346,0.832909123,-11.51292546,0.993251773,2.302585093,3.303216973,1.223775432,13.30368443,0.340762084,0.607726685,0.139009761,0.37627896,0.682229801,0.45783841,0.229977655,0.236093144,0.38368811,0.679113254,0.658532283,89.08,"Mililani Marketplace",37.2,0.614084507042253
"210",210,"Census Tract 89.09, Honolulu County, Hawaii",15003008909,3.4,31,2.6,25.8,22.5,8.5,1e-05,1e-05,515400,1812,83047,83047,0.955511445,-11.51292546,-11.51292546,2.140066163,3.113515309,1.223775432,13.15269858,0.340762084,0.537633776,0.154592497,0.465012349,0.487886628,0.403034223,0.038457015,0.236093144,0.261789956,0.443137716,0.440432788,89.09,"Mililani District Park",31,0.461971830985915
"211",211,"Census Tract 89.12, Honolulu County, Hawaii",15003008912,15.3,32.2,4.8,31.6,14.8,4.6,3.8,1e-05,612800,1650,121774,121774,1.568615918,-11.51292546,1.335001067,1.526056303,2.694627181,2.727852828,13.3257939,0.838292367,0.564506645,0.480359873,0.650946725,0.197577326,0.191344231,0.287663178,0.236093144,0.417852523,0.338998001,0.848406445,89.12,"August Ahrens School",19.4,0.180281690140845
"212",212,"Census Tract 89.13, Honolulu County, Hawaii",15003008913,4.6,35.7,4,31.2,17.3,3.4,1.8,1e-05,580000,1193,109875,109875,1.386294361,-11.51292546,0.587786665,1.223775432,2.850706502,1.526056303,13.27078338,0.455427496,0.741561802,0.353992708,0.645184053,0.25720334,0.143890392,0.164177349,0.236093144,0.33029519,0.123897448,0.719451958,89.13,"Robinson Heights",20.7,0.205633802816901
"213",213,"Census Tract 89.14, Honolulu County, Hawaii",15003008914,25.3,39.9,3.9,37.4,9.5,1.7,7,1e-05,182600,1815,67952,67952,1.360976553,-11.51292546,1.945910149,0.530628251,2.251291799,3.230804396,12.11505325,0.91079619,0.833176526,0.342761378,0.789780078,0.088262966,0.061390098,0.497530283,0.236093144,0.014524286,0.445195813,0.259026226,89.14,"Honowai School",11.2,0.047887323943662
"214",214,"Census Tract 89.15, Honolulu County, Hawaii",15003008915,8.5,29.7,8.7,26.1,18.1,6.5,7.6,10.1,341700,1525,65160,65160,2.163323026,2.312535424,2.028148247,1.871802177,2.895911938,2.140066163,12.74168844,0.6546513,0.470363401,0.74067976,0.470716218,0.30742091,0.290544514,0.524109138,0.814124427,0.075796778,0.287369164,0.212219217,89.15,"Waipio Acres",24.6,0.311267605633803
"215",215,"Census Tract 89.17, Honolulu County, Hawaii",15003008917,2.6,33.4,2.4,16.9,25.8,12.1,3.2,1e-05,617200,1899,117417,117417,0.875468737,-11.51292546,1.16315081,2.493205453,3.250374492,0.955511445,13.3329484,0.219099141,0.636069622,0.14683053,0.152416794,0.617429143,0.5762672,0.24767729,0.236093144,0.429907092,0.490826767,0.822356815,89.17,"Mililani Town Center",37.9,0.630985915492958
"216",216,"Census Tract 89.18, Honolulu County, Hawaii",15003008918,3.6,33.2,8.4,19.8,26.9,9.8,1,1e-05,563800,1833,90600,90600,2.128231706,-11.51292546,0,2.282382386,3.292126287,1.280933845,13.24245486,0.372868399,0.63030695,0.731976949,0.264906504,0.665588616,0.448135952,0.094554863,0.236093144,0.28772198,0.466482418,0.493414089,89.18,"Mililani: Nob Hill",36.7,0.597183098591549
"217",217,"Census Tract 89.20, Honolulu County, Hawaii",15003008920,2.4,29.8,5.5,24.5,23.2,7.7,1.7,4.5,423600,1712,74028,74028,1.704748092,1.504077397,0.530628251,2.041220329,3.144152279,0.875468737,12.95654489,0.208632247,0.478242973,0.542396801,0.425379278,0.507820769,0.351170175,0.138715747,0.628307656,0.149065036,0.407091615,0.323709279,89.2,"Waipio Gentry",30.9,0.456338028169014
"218",218,"Census Tract 89.21, Honolulu County, Hawaii",15003008921,6.7,28.6,2.7,28.2,9.2,3.5,1e-05,1e-05,564900,1887,79622,79622,0.993251773,-11.51292546,-11.51292546,1.252762968,2.219203484,1.902107526,13.244404,0.603492885,0.415147595,0.165647419,0.569504881,0.080324591,0.149653064,0.038457015,0.236093144,0.29130895,0.48559332,0.408091262,89.21,"Waipio",12.7,0.0732394366197183
"219",219,"Census Tract 89.22, Honolulu County, Hawaii",15003008922,5.6,32.4,4.5,15.1,34,14.2,4,8.6,434100,2037,93652,93652,1.504077397,2.151762203,1.386294361,2.653241965,3.526360525,1.722766598,12.9810302,0.534928849,0.569387275,0.45295778,0.094319652,0.876925791,0.64471363,0.309773021,0.757967776,0.162060449,0.564389039,0.552981301,89.22,"Waikele",48.2,0.749295774647887
"220",220,"Census Tract 89.23, Honolulu County, Hawaii",15003008923,4.6,31.7,2.6,26.6,28.1,7.7,4,3.9,499500,1535,76987,76987,0.955511445,1.360976553,1.386294361,2.041220329,3.335769576,1.526056303,13.12136288,0.455427496,0.555803834,0.154592497,0.494296131,0.69787134,0.351170175,0.309773021,0.600435141,0.242973068,0.293073033,0.36716453,89.23,"Seaview",35.8,0.580281690140845
"221",221,"Census Tract 89.24, Honolulu County, Hawaii",15003008924,7,34,3.1,26.9,18.1,7.7,2.4,14.2,607800,2524,116010,116010,1.131402111,2.653241965,0.875468737,2.041220329,2.895911938,1.945910149,13.31760116,0.61525344,0.666235446,0.225743855,0.508879219,0.30742091,0.351170175,0.196518876,0.886745854,0.403034223,0.73327061,0.800658591,89.24,"Royal Kunia",25.8,0.335211267605634
"222",222,"Census Tract 89.25, Honolulu County, Hawaii",15003008925,8.8,35.9,6.6,27.1,19.1,5.3,5.8,2.7,479900,2218,91961,91961,1.887069649,0.993251773,1.757857918,1.667706821,2.949688335,2.174751721,13.08133303,0.658179466,0.743443491,0.657003411,0.546983418,0.347230389,0.22627308,0.415324003,0.546865812,0.228331177,0.626249559,0.517405622,89.25,"Village Park",24.4,0.307042253521127
"223",223,"Census Tract 89.26, Honolulu County, Hawaii",15003008926,2.9,26.4,5.7,22.2,28.6,8.5,6.3,3.7,358800,1956,76103,76103,1.740466175,1.30833282,1.840549633,2.140066163,3.353406718,1.064710737,12.79052041,0.253557568,0.307068094,0.570269317,0.338527579,0.710513936,0.403034223,0.469598965,0.595672116,0.098906268,0.512407386,0.352346231,89.26,"Laulani Valley-Mililani Technology Park",37.1,0.611267605633803
"224",224,"Census Tract 89.27, Honolulu County, Hawaii",15003008927,1.8,33,2.1,10.8,32.6,18.3,2.6,3,634300,2184,111081,111081,0.741937345,1.098612289,0.955511445,2.90690106,3.484312288,0.587786665,13.36027731,0.183699871,0.612548512,0.124191462,0.035458074,0.833294131,0.738386452,0.216511819,0.555333412,0.47436199,0.619369634,0.737328002,89.27,"Koolani Drive",50.9,0.78169014084507
"225",225,"Census Tract 89.28, Honolulu County, Hawaii",15003008928,6.3,32.5,4.6,12.7,33.2,13.5,1e-05,1e-05,674900,3336,122157,122157,1.526056303,-11.51292546,-11.51292546,2.602689685,3.502549876,1.840549633,13.42231981,0.592731977,0.585675644,0.462836646,0.050687992,0.855580383,0.633599906,0.038457015,0.236093144,0.52181583,0.866870516,0.850052922,89.28,"Mililani Mauka Middle School",46.7,0.72112676056338
"226",226,"Census Tract 89.29, Honolulu County, Hawaii",15003008929,5,32.5,1e-05,20.9,32.3,9.5,7.1,1e-05,385500,1797,69821,69821,-11.51292546,-11.51292546,1.960094784,2.251291799,3.47506723,1.609437912,12.86229647,0.496236622,0.585675644,0.018699283,0.301540633,0.830530401,0.442549688,0.505527461,0.236093144,0.117017523,0.436198989,0.284252617,89.29,"Mililani Mauka-Meheula Parkway",41.8,0.676056338028169
"227",227,"Census Tract 89.30, Honolulu County, Hawaii",15003008930,1.4,32.6,2.8,14,35.4,19.4,3.7,1e-05,691900,3259,134091,134091,1.029619417,-11.51292546,1.30833282,2.965273066,3.56671182,0.336472237,13.44719672,0.116488298,0.601317182,0.178642832,0.081030225,0.898976832,0.753616371,0.272433259,0.236093144,0.55486299,0.861813478,0.869222627,89.3,"Mililani: Ainamakua Drive",54.8,0.819718309859155
"228",228,"Census Tract 89.31, Honolulu County, Hawaii",15003008931,2.9,36.7,1e-05,24.2,25.7,20,1e-05,1e-05,803700,NA,161250,161250,-11.51292546,-11.51292546,-11.51292546,2.995732274,3.246490992,1.064710737,13.59698134,0.253557568,0.774726567,0.018699283,0.414265553,0.597730213,0.779548395,0.038457015,0.236093144,0.647947783,NA,0.901387746,89.31,"Waiawa",45.7,0.701408450704225
"229",229,"Census Tract 90, Honolulu County, Hawaii",15003009000,1.7,18.2,7.1,13.2,21.6,6.9,7.7,1.9,NA,2432,61357,61357,1.960094784,0.641853886,2.041220329,1.931521412,3.072693315,0.530628251,NA,0.171174879,0.059978831,0.685463954,0.062448548,0.458073621,0.314418441,0.536104904,0.533105963,NA,0.696695284,0.188639304,90,"Wheeler-East Range",28.5,0.404225352112676
"230",230,"Census Tract 91, Honolulu County, Hawaii",15003009100,9.8,28.7,7.4,33.8,18.5,2.1,1.7,3.6,471700,1467,65673,65673,2.00148,1.280933845,0.530628251,0.741937345,2.917770732,2.282382386,13.06409847,0.706868164,0.429613078,0.701046689,0.720334,0.33135364,0.080501,0.138715747,0.583970363,0.199988239,0.262671998,0.222686111,91,"Kaukonahua Road",20.6,0.202816901408451
"231",231,"Census Tract 92, Honolulu County, Hawaii",15003009200,10,31.2,7,39.7,17.3,5.7,3.8,1e-05,506500,1583,73793,73793,1.945910149,-11.51292546,1.335001067,1.740466175,2.850706502,2.302585093,13.1352796,0.718452311,0.549805951,0.681112549,0.823650476,0.25720334,0.241914618,0.287663178,0.236093144,0.250970246,0.329530754,0.318475832,92,"Wahiawa Mauka",23,0.253521126760563
"232",232,"Census Tract 93, Honolulu County, Hawaii",15003009300,10.6,33.2,5.5,34.2,12.4,6.8,2.9,4.2,500600,976,40636,40636,1.704748092,1.435084525,1.064710737,1.916922612,2.517696473,2.360854001,13.12356266,0.734446666,0.63030695,0.542396801,0.749088557,0.15570975,0.307185699,0.235563919,0.615312243,0.246795249,0.036163707,0.028048924,93,"Wahiawa Waena",19.2,0.174647887323944
"233",233,"Census Tract 94, Honolulu County, Hawaii",15003009400,9.6,28.7,5.8,40.1,6.9,3.9,11.2,1e-05,519300,1274,45635,45635,1.757857918,-11.51292546,2.415913778,1.360976553,1.931521412,2.261763098,13.16023703,0.691814654,0.429613078,0.585146419,0.827766671,0.048982712,0.163118899,0.68346466,0.236093144,0.268140656,0.167293896,0.044631307,94,"Wahiawa Makai",10.8,0.0380281690140845
"234",234,"Census Tract 95.01, Honolulu County, Hawaii",15003009501,1e-05,12.5,17.5,21,9.3,2.7,4.8,1e-05,NA,2604,50607,50607,2.862200881,-11.51292546,1.568615918,0.993251773,2.2300144,-11.51292546,NA,0.030342232,0.026108432,0.888627543,0.306715277,0.082441491,0.115959073,0.34364342,0.236093144,NA,0.762554393,0.083499941,95.01,"Kolekole Avenue",12,0.0619718309859155
"235",235,"Census Tract 95.02, Honolulu County, Hawaii",15003009502,1e-05,13.8,21.7,12.6,16.4,4.5,8.3,1e-05,NA,2681,60288,60288,3.077312261,-11.51292546,2.116255515,1.504077397,2.797281335,-11.51292546,NA,0.030342232,0.038692226,0.919087381,0.047747854,0.232094555,0.188462895,0.564447842,0.236093144,NA,0.782547336,0.177231565,95.02,"Menoher Street",20.9,0.215492957746479
"236",236,"Census Tract 95.03, Honolulu County, Hawaii",15003009503,1e-05,8.4,12.3,27.1,16,3.3,1e-05,1e-05,NA,2850,75556,75556,2.509599262,-11.51292546,-11.51292546,1.193922468,2.772588722,-11.51292546,NA,0.030342232,0.005997883,0.848053628,0.546983418,0.218452311,0.136775256,0.038457015,0.236093144,NA,0.804774785,0.348465248,95.03,"Foote Avenue",19.3,0.177464788732394
"237",237,"Census Tract 95.04, Honolulu County, Hawaii",15003009504,1e-05,15.5,19.9,25.5,16.6,16.5,9.7,1e-05,NA,2255,80250,80250,2.990719732,-11.51292546,2.272125886,2.803360381,2.809402695,-11.51292546,NA,0.030342232,0.048865106,0.916970481,0.459308479,0.241561802,0.669293191,0.62119252,0.236093144,NA,0.634834764,0.418322945,95.04,"Leilehua Avenue",33.1,0.515492957746479
"238",238,"Census Tract 95.07, Honolulu County, Hawaii",15003009507,1e-05,9,11.5,39.3,9.4,1.6,11.9,1e-05,NA,2182,47614,47614,2.442347035,-11.51292546,2.4765384,0.470003629,2.240709689,-11.51292546,NA,0.030342232,0.009467247,0.839174409,0.815770904,0.085440433,0.058155945,0.707926614,0.236093144,NA,0.615606257,0.060037634,95.07,"Schofield: McCarthy Field",11,0.0436619718309859
"239",239,"Census Tract 96.03, Honolulu County, Hawaii",15003009603,15,42.9,13.3,39,9.9,4.8,11.1,4.2,388400,1457,60486,60486,2.587764035,1.435084525,2.406945108,1.568615918,2.292534757,2.708050201,12.86979102,0.83094202,0.858344114,0.85316947,0.811537105,0.109196754,0.20275197,0.678525226,0.615312243,0.123662237,0.241326591,0.180583324,96.03,"Maili",14.7,0.0971830985915493
"240",240,"Census Tract 96.08, Honolulu County, Hawaii",15003009608,5,39.5,15,49.4,9.1,1.2,10.2,1e-05,317300,1655,65875,65875,2.708050201,-11.51292546,2.32238772,0.182321557,2.208274414,1.609437912,12.66760298,0.496236622,0.825649771,0.86822298,0.904915912,0.071504175,0.040221098,0.644007997,0.236093144,0.052275667,0.359343761,0.238915677,96.08,"Lualualei Transmitter",10.3,0.0323943661971831
"241",241,"Census Tract 97.01, Honolulu County, Hawaii",15003009701,25,45.8,18.9,41.5,4.2,1.2,18.3,9.9,217300,1024,36290,36290,2.939161922,2.292534757,2.90690106,0.182321557,1.435084525,3.218875825,12.28903417,0.900917323,0.880218746,0.909796542,0.841879337,0.02287428,0.040221098,0.818534635,0.807009291,0.021698224,0.053686934,0.015582736,97.01,"Waianae Kai",5.4,0.0126760563380282
"242",242,"Census Tract 97.03, Honolulu County, Hawaii",15003009703,12.9,47.3,10.7,47.8,9.6,2.7,3.8,1e-05,345000,1237,79063,79063,2.370243741,-11.51292546,1.335001067,0.993251773,2.261763098,2.557227311,12.7512997,0.799306127,0.891861696,0.818887451,0.892567329,0.098024227,0.115959073,0.287663178,0.236093144,0.082500294,0.15212278,0.398388804,97.03,"Lualualei-Camp Waianae",12.3,0.0661971830985915
"243",243,"Census Tract 97.04, Honolulu County, Hawaii",15003009704,9.1,43,10.3,42,8.6,3.9,6.7,1e-05,415200,1088,87708,87708,2.332143895,-11.51292546,1.902107526,1.360976553,2.151762203,2.208274414,12.93651561,0.675408679,0.864047983,0.80636246,0.851464189,0.055921439,0.163118899,0.483005998,0.236093144,0.140421028,0.07309185,0.467246854,97.04,"Lualualei: Halona Road",12.5,0.0704225352112676
"244",244,"Census Tract 98.01, Honolulu County, Hawaii",15003009801,11.2,47.5,18.8,33.9,17.3,10.4,35.6,11.6,169800,1187,52321,52321,2.93385687,2.451005098,3.572345638,2.341805806,2.850706502,2.415913778,12.04237655,0.747148065,0.904151476,0.897095143,0.73856286,0.25720334,0.487004587,0.899329648,0.870163472,0.006821122,0.11207809,0.095495707,98.01,"Makua Valley",27.7,0.371830985915493
"245",245,"Census Tract 98.02, Honolulu County, Hawaii",15003009802,14.4,49.6,16.4,44.7,8.6,3.3,19.4,2.2,387300,1427,60817,60817,2.797281335,0.78845736,2.965273066,1.193922468,2.151762203,2.667228207,12.86695487,0.818417029,0.915559214,0.885922616,0.871692344,0.055921439,0.136775256,0.827825473,0.538633423,0.119840056,0.232564977,0.184758321,98.02,"Makaha",11.9,0.0591549295774648
"246",246,"Census Tract 99.02, Honolulu County, Hawaii",15003009902,4.8,32.1,7.2,25.1,13.5,5.5,14.5,1e-05,586300,1368,59556,59556,1.974081026,-11.51292546,2.674148649,1.704748092,2.602689685,1.568615918,13.28158688,0.467423262,0.561684111,0.689580148,0.449253205,0.177525579,0.23368223,0.763201223,0.236093144,0.341467717,0.201869928,0.160119958,99.02,"Haleiwa",19,0.171830985915493
"247",247,"Census Tract 99.04, Honolulu County, Hawaii",15003009904,3.5,34.6,4.8,25,21.4,12.3,12.7,0.4,628100,1657,74489,74489,1.568615918,-0.916290732,2.541601993,2.509599262,3.063390922,1.252762968,13.35045467,0.357285664,0.711337175,0.480359873,0.437610255,0.441785252,0.589380219,0.730624485,0.480359873,0.450723274,0.374279666,0.335117018,99.04,"Kaena Point",33.7,0.532394366197183
"248",248,"Census Tract 100, Honolulu County, Hawaii",15003010000,1.5,22.6,9.3,27,19.5,6,15,1e-05,961200,2166,53750,53750,2.2300144,-11.51292546,2.708050201,1.791759469,2.970414466,0.405465108,13.77593778,0.134775961,0.201340703,0.766670587,0.530048218,0.374220863,0.259555451,0.778313536,0.236093144,0.77055157,0.596142538,0.11737034,100,"Kawailoa",25.5,0.326760563380282
"249",249,"Census Tract 101, Honolulu County, Hawaii",15003010100,3.1,34,3.3,24.1,25.8,11.2,25.8,1.1,849000,1953,93293,93293,1.193922468,0.09531018,3.250374492,2.415913778,3.250374492,1.131402111,13.65181447,0.29130895,0.666235446,0.262671998,0.399212043,0.617429143,0.522639069,0.862225097,0.502998942,0.702105139,0.502998942,0.542279196,101,"Waimea-Kahuku",37,0.605633802816901
"250",250,"Census Tract 102.01, Honolulu County, Hawaii",15003010201,4.4,38.8,6.8,31.8,19.6,11.5,22.6,11,590600,1563,69148,69148,1.916922612,2.397895273,3.117949906,2.442347035,2.975529566,1.481604541,13.28889425,0.430142303,0.80953781,0.669646007,0.668234741,0.393508174,0.544807715,0.842114548,0.856580031,0.358461719,0.308714571,0.276137834,102.01,"Hauula-Kaaawa",31.1,0.467605633802817
"251",251,"Census Tract 102.02, Honolulu County, Hawaii",15003010202,2.9,22.4,4.2,18.5,29.7,17.2,16.7,1e-05,629900,1575,92305,92305,1.435084525,-11.51292546,2.815408719,2.844909384,3.391147046,1.064710737,13.35331636,0.253557568,0.173879807,0.380218746,0.199165001,0.761378337,0.692696695,0.800717394,0.236093144,0.464953546,0.321357168,0.524461955,102.02,"Laie",46.9,0.725352112676056
"252",252,"Census Tract 103.03, Honolulu County, Hawaii",15003010303,1.3,33.1,5.6,33.5,17.4,9,5.8,1e-05,724000,1654,78553,78553,1.722766598,-11.51292546,1.757857918,2.197224577,2.856470206,0.262364264,13.49254667,0.103904504,0.620251676,0.557744326,0.700047042,0.273021287,0.421439492,0.415324003,0.236093144,0.593908032,0.346701164,0.384217335,103.03,"Kahaluu-Waikane",26.4,0.352112676056338
"253",253,"Census Tract 103.05, Honolulu County, Hawaii",15003010305,3.6,34.5,5.9,29.1,21.6,13,10.2,7.8,720000,1336,91838,91838,1.774952351,2.054123734,2.32238772,2.564949357,3.072693315,1.280933845,13.48700649,0.372868399,0.700282253,0.59767141,0.60190521,0.458073621,0.61695872,0.644007997,0.739150888,0.583205927,0.194754792,0.511407738,103.05,"Ahuimanu",34.6,0.557746478873239
"254",254,"Census Tract 103.06, Honolulu County, Hawaii",15003010306,3.9,32.5,4.2,18,29.6,21.5,1e-05,1e-05,616000,1992,113438,113438,1.435084525,-11.51292546,-11.51292546,3.068052935,3.387774361,1.360976553,13.33100224,0.38792191,0.585675644,0.380218746,0.182876632,0.749206163,0.802246266,0.038457015,0.236093144,0.423438786,0.527872516,0.75085264,103.06,"Haiku",51.1,0.785915492957746
"255",255,"Census Tract 103.08, Honolulu County, Hawaii",15003010308,9.1,29.8,1.5,28.5,29.1,7.3,1e-05,1e-05,674100,3048,98295,98295,0.405465108,-11.51292546,-11.51292546,1.987874348,3.370738174,2.208274414,13.42113375,0.675408679,0.478242973,0.070386922,0.584029166,0.72733153,0.331412443,0.038457015,0.236093144,0.517052805,0.831765259,0.629601317,103.08,"Kapunahala",36.4,0.590140845070423
"256",256,"Census Tract 105.03, Honolulu County, Hawaii",15003010503,5,25.7,6,39.4,16.5,7.8,8.3,1e-05,658700,1191,85500,85500,1.791759469,-11.51292546,2.116255515,2.054123734,2.803360381,1.609437912,13.39802347,0.496236622,0.300834999,0.608197107,0.819475479,0.23644596,0.368458191,0.564447842,0.236093144,0.504057392,0.120957309,0.45148771,105.03,"Kaneohe District Park",24.3,0.297183098591549
"257",257,"Census Tract 105.04, Honolulu County, Hawaii",15003010504,3.2,27,2.6,42.9,19,5.4,7.2,10.2,646100,1465,83462,83462,0.955511445,2.32238772,1.974081026,1.686398954,2.944438979,1.16315081,13.37870957,0.306068446,0.346171939,0.154592497,0.85975538,0.343761026,0.228978008,0.512113372,0.82076914,0.482123956,0.251793485,0.443196519,105.04,"Waikalua Road",24.4,0.302816901408451
"258",258,"Census Tract 105.05, Honolulu County, Hawaii",15003010505,4.2,28.2,1.2,27.4,25.4,13.3,2.6,1e-05,719400,2019,104394,104394,0.182321557,-11.51292546,0.955511445,2.587764035,3.234749174,1.435084525,13.48617281,0.408032459,0.380453957,0.054627778,0.554274962,0.587439727,0.626719981,0.216511819,0.236093144,0.578207691,0.553040103,0.692755498,105.05,"Heeia Kea",38.7,0.652112676056338
"259",259,"Census Tract 105.07, Honolulu County, Hawaii",15003010507,5.8,26.4,4.4,34.8,19.3,7.8,1.5,1e-05,534200,1561,74503,74503,1.481604541,-11.51292546,0.405465108,2.054123734,2.960105096,1.757857918,13.18852558,0.550393979,0.307068094,0.434434905,0.757732565,0.355051158,0.368458191,0.113254146,0.236093144,0.280606845,0.300129366,0.345172292,105.07,"Kahuhipa Street",27.1,0.361971830985916
"260",260,"Census Tract 105.08, Honolulu County, Hawaii",15003010508,0.6,29.5,6.7,19,29.4,26.7,7.5,1e-05,609400,2665,106289,106289,1.902107526,-11.51292546,2.014903021,3.284663565,3.380994674,-0.510825624,13.32023015,0.074326708,0.46524756,0.659414324,0.229801247,0.742091027,0.885099377,0.520286958,0.236093144,0.411384217,0.776667059,0.699165001,105.08,"Lilipuna Road",56.1,0.833802816901408
"261",261,"Census Tract 106.01, Honolulu County, Hawaii",15003010601,2.4,25.4,6.3,37.3,21.2,6.6,3.2,1e-05,677800,1073,78889,78889,1.840549633,-11.51292546,1.16315081,1.887069649,3.054001182,0.875468737,13.42660754,0.208632247,0.295483947,0.646948136,0.786722333,0.427378572,0.296013172,0.24767729,0.236093144,0.528578149,0.065565095,0.391450076,106.01,"Puohala",27.8,0.374647887323944
"262",262,"Census Tract 106.02, Honolulu County, Hawaii",15003010602,3.9,30.5,4.6,30.5,26,9.3,5.2,2.6,688100,1752,104215,104215,1.526056303,0.955511445,1.648658626,2.2300144,3.258096538,1.360976553,13.44168946,0.38792191,0.520169352,0.462836646,0.639833,0.63601082,0.4343173,0.385746207,0.544043279,0.552452076,0.424379631,0.68899212,106.02,"Castle High School-Halekou Road",35.3,0.570422535211268
